,time,open,high,low,close,tick_volume,spread,real_volume,Close_pct_change,candle_type,rolling_max_high,rolling_min_low,Gap,Gap_Valid,Gap_Direction,Gap_Zone_High_Low,Gap_Touched,Gap_Closed_Inside,Gap_Zone_High,Gap_Zone_Low,Gap_Closed_Inside_Direction
14,2024-01-24 14:00:00,1.27403,1.27428,1.27281,1.27386,2902,2,0,0.0001334348484729464,-1,1.2772999999999999,1.26899,False,False,,,False,False,,,
15,2024-01-24 15:00:00,1.2738800000000001,1.27711,1.27378,1.2766600000000001,5401,2,0,0.0021980437410704656,1,1.2772999999999999,1.2695699999999999,True,False,,,False,False,,,
16,2024-01-24 16:00:00,1.2766600000000001,1.27747,1.27369,1.27443,6921,2,0,0.0017467454138142546,-1,1.27747,1.2695699999999999,True,False,Bullish,"(1.27428, 1.27369)",False,False,,,
17,2024-01-24 17:00:00,1.27445,1.2757,1.27336,1.27528,8060,2,0,0.0006669648391830485,1,1.27747,1.2699500000000001,False,False,Bearish,"(1.27711, 1.27336)",True,False,,,
18,2024-01-24 18:00:00,1.27527,1.27543,1.27401,1.27514,5115,2,0,0.00010977981306070639,-1,1.27747,1.2699500000000001,False,False,,,True,False,,,
19,2024-01-24 19:00:00,1.27514,1.27543,1.27416,1.2747899999999999,3633,2,0,0.00027447966497806675,-1,1.27747,1.27041,False,False,,,True,True,1.27711,1.27336,Bearish
20,2024-01-24 20:00:00,1.27478,1.27503,1.27261,1.2729599999999999,5216,2,0,0.001435530557974296,-1,1.27747,1.27089,True,False,,,True,False,,,
21,2024-01-24 21:00:00,1.2729599999999999,1.27298,1.27132,1.27252,3154,2,0,0.0003456510809449753,-1,1.27747,1.27132,False,False,Bearish,"(1.27543, 1.27132)",True,False,,,
22,2024-01-24 22:00:00,1.27252,1.27308,1.27149,1.27161,2880,2,0,0.0007151164618239836,-1,1.27747,1.27132,False,False,,,True,False,,,
23,2024-01-24 23:00:00,1.2716,1.27247,1.27142,1.27246,1020,2,0,0.0006684439411455134,1,1.27747,1.27132,False,False,,,True,True,1.27543,1.27132,Bearish
24,2024-01-25 00:00:00,1.27191,1.27261,1.27175,1.27224,1205,5,0,0.00017289345048165927,1,1.27747,1.27132,False,False,,,True,True,1.27543,1.27132,Bearish
25,2024-01-25 01:00:00,1.27224,1.2726199999999999,1.27165,1.27175,957,3,0,0.000385147456454793,-1,1.27747,1.27132,False,False,,,True,True,1.27543,1.27132,Bearish
26,2024-01-25 02:00:00,1.2717399999999999,1.27189,1.27046,1.2706,2374,2,0,0.0009042657755061745,-1,1.2757,1.27046,False,False,,,True,False,,,
27,2024-01-25 03:00:00,1.2706,1.2713999999999999,1.27034,1.2711999999999999,3005,2,0,0.0004722178498346441,1,1.27543,1.27034,False,False,,,True,False,,,
28,2024-01-25 04:00:00,1.27118,1.27145,1.27088,1.2711999999999999,2862,2,0,0.0,1,1.27543,1.27034,False,False,,,True,False,,,
29,2024-01-25 05:00:00,1.27122,1.27172,1.27115,1.27129,1869,2,0,7.079924480812849e-05,1,1.27503,1.27034,False,False,,,True,False,,,
30,2024-01-25 06:00:00,1.27129,1.2717100000000001,1.27088,1.27102,1378,2,0,0.0002123826978895904,-1,1.27308,1.27034,False,False,,,True,False,,,
31,2024-01-25 07:00:00,1.27099,1.27115,1.27071,1.27102,1855,2,0,0.0,1,1.27308,1.27034,False,False,,,False,False,,,
32,2024-01-25 08:00:00,1.27102,1.27253,1.27088,1.27238,2390,2,0,0.001070006766219267,1,1.2726199999999999,1.27034,False,False,,,True,True,1.27543,1.27132,Bearish
33,2024-01-25 09:00:00,1.27238,1.27339,1.27186,1.27321,2587,2,0,0.0006523208475455178,1,1.27339,1.27034,False,False,,,True,True,1.27543,1.27132,Bearish
34,2024-01-25 10:00:00,1.27321,1.27368,1.27198,1.27274,4532,2,0,0.0003691457025941647,-1,1.27368,1.27034,False,False,,,True,True,1.27543,1.27132,Bearish
35,2024-01-25 11:00:00,1.27275,1.27355,1.27212,1.2726,3385,2,0,0.00010999890001106571,-1,1.27368,1.27034,False,False,,,True,True,1.27543,1.27132,Bearish
36,2024-01-25 12:00:00,1.27261,1.2742499999999999,1.27256,1.27356,2655,2,0,0.0007543611504008396,1,1.2742499999999999,1.27034,False,False,,,True,True,1.27543,1.27132,Bearish
37,2024-01-25 13:00:00,1.2735699999999999,1.2735699999999999,1.27224,1.27328,2942,2,0,0.0002198561512610775,-1,1.2742499999999999,1.27071,False,False,,,True,True,1.27543,1.27132,Bearish
38,2024-01-25 14:00:00,1.27328,1.27359,1.27202,1.2725,2815,2,0,0.0006125911032922593,-1,1.2742499999999999,1.27071,False,False,,,True,True,1.27543,1.27132,Bearish
39,2024-01-25 15:00:00,1.2725,1.27404,1.26971,1.2736,8939,2,0,0.0008644400785855488,1,1.2742499999999999,1.26971,False,False,,,True,True,1.27543,1.27132,Bearish
40,2024-01-25 16:00:00,1.2736,1.2736,1.27031,1.27234,9251,2,0,0.0009893216080402167,-1,1.2742499999999999,1.26971,False,False,,,True,True,1.27543,1.27132,Bearish
41,2024-01-25 17:00:00,1.27233,1.27271,1.26951,1.2699799999999999,8045,2,0,0.00185485011867903,-1,1.2742499999999999,1.26951,True,False,,,True,False,,,
42,2024-01-25 18:00:00,1.2699799999999999,1.27031,1.26906,1.26965,4690,2,0,0.00025984661175759705,-1,1.2742499999999999,1.26906,False,False,Bearish,"(1.2736, 1.26906)",True,False,,,
43,2024-01-25 19:00:00,1.26963,1.27069,1.2681499999999999,1.2690000000000001,4675,2,0,0.0005119521127868731,-1,1.2742499999999999,1.2681499999999999,False,False,,,True,False,,,
44,2024-01-25 20:00:00,1.2690000000000001,1.27041,1.26879,1.26955,4631,2,0,0.00043341213553960145,1,1.2742499999999999,1.2681499999999999,False,False,,,True,True,1.2736,1.26906,Bearish
45,2024-01-25 21:00:00,1.26955,1.2702499999999999,1.26859,1.27008,3655,2,0,0.0004174707573549874,1,1.2742499999999999,1.2681499999999999,False,False,,,True,True,1.2736,1.26906,Bearish
46,2024-01-25 22:00:00,1.27006,1.27066,1.2695699999999999,1.2706,2418,2,0,0.0004094230284705791,1,1.27404,1.2681499999999999,False,False,,,True,True,1.2736,1.26906,Bearish
47,2024-01-25 23:00:00,1.2706,1.27118,1.27046,1.27108,791,2,0,0.0003777742798678485,1,1.27404,1.2681499999999999,False,False,,,True,True,1.2736,1.26906,Bearish
48,2024-01-26 00:00:00,1.27003,1.27089,1.26984,1.27074,788,7,0,0.0002674890644176475,1,1.27404,1.2681499999999999,False,False,,,True,True,1.2736,1.26906,Bearish
49,2024-01-26 01:00:00,1.27074,1.27088,1.27045,1.27058,697,2,0,0.00012591088656999094,-1,1.2736,1.2681499999999999,False,False,,,True,True,1.2736,1.26906,Bearish
50,2024-01-26 02:00:00,1.27058,1.27082,1.27007,1.27034,1468,2,0,0.00018889011317668736,-1,1.27271,1.2681499999999999,False,False,,,True,True,1.2736,1.26906,Bearish
51,2024-01-26 03:00:00,1.27035,1.27119,1.27017,1.27088,1787,2,0,0.0004250830486325352,1,1.27119,1.2681499999999999,False,False,,,True,True,1.2736,1.26906,Bearish
52,2024-01-26 04:00:00,1.27084,1.27162,1.27067,1.2711000000000001,1984,2,0,0.00017310839733108985,1,1.27162,1.2681499999999999,False,False,,,True,True,1.2736,1.26906,Bearish
53,2024-01-26 05:00:00,1.2711000000000001,1.27158,1.27094,1.27107,1121,2,0,2.3601604909329055e-05,-1,1.27162,1.26859,False,False,,,True,True,1.2736,1.26906,Bearish
54,2024-01-26 06:00:00,1.27107,1.27114,1.27023,1.27034,1147,2,0,0.0005743192743120629,-1,1.27162,1.26859,False,False,,,True,True,1.2736,1.26906,Bearish
55,2024-01-26 07:00:00,1.27034,1.27087,1.27021,1.27055,1280,2,0,0.0001653100744682945,1,1.27162,1.2695699999999999,False,False,,,True,True,1.2736,1.26906,Bearish
56,2024-01-26 08:00:00,1.2705600000000001,1.27057,1.26938,1.26971,2142,2,0,0.0006611310062573095,-1,1.27162,1.26938,False,False,,,True,True,1.2736,1.26906,Bearish
57,2024-01-26 09:00:00,1.26971,1.26982,1.26755,1.26822,3653,2,0,0.0011734963101810436,-1,1.27162,1.26755,False,False,,,True,False,,,
58,2024-01-26 10:00:00,1.26825,1.27085,1.2681200000000001,1.27045,4635,2,0,0.0017583699988963364,1,1.27162,1.26755,True,False,,,True,True,1.2736,1.26906,Bearish
59,2024-01-26 11:00:00,1.2704900000000001,1.27216,1.27026,1.27143,3549,2,0,0.0007713802196072095,1,1.27216,1.26755,False,False,Bullish,"(1.26982, 1.27026)",True,False,,,
60,2024-01-26 12:00:00,1.27145,1.27338,1.27143,1.27328,2540,2,0,0.0014550545448823726,1,1.27338,1.26755,True,False,,,True,False,,,
61,2024-01-26 13:00:00,1.27329,1.27466,1.27329,1.27424,3338,2,0,0.0007539582809752421,1,1.27466,1.26755,False,False,Bullish,"(1.27216, 1.27329)",True,False,,,
62,2024-01-26 14:00:00,1.27424,1.27427,1.27277,1.27292,2758,2,0,0.001035911602209949,-1,1.27466,1.26755,False,False,,,True,False,,,
63,2024-01-26 15:00:00,1.27292,1.27583,1.27236,1.2748599999999999,6990,2,0,0.0015240549288249028,1,1.27583,1.26755,True,False,,,True,True,1.27543,1.27132,Bearish
64,2024-01-26 16:00:00,1.2748599999999999,1.27546,1.27319,1.27432,6467,2,0,0.0004235759220619917,-1,1.27583,1.26755,False,False,Bullish,"(1.27427, 1.27319)",True,False,,,
65,2024-01-26 17:00:00,1.27431,1.27431,1.27204,1.27225,5313,2,0,0.0016243957561677957,-1,1.27583,1.26755,True,False,,,True,False,,,
66,2024-01-26 18:00:00,1.27223,1.27241,1.27136,1.27166,3615,2,0,0.0004637453330713637,-1,1.27583,1.26755,False,False,Bearish,"(1.27546, 1.27136)",True,False,,,
67,2024-01-26 19:00:00,1.27166,1.27189,1.27061,1.27133,2787,2,0,0.0002595033263608215,-1,1.27583,1.2681200000000001,False,False,,,True,False,,,
68,2024-01-26 20:00:00,1.27132,1.27151,1.2698800000000001,1.27027,2575,2,0,0.0008337725059583967,-1,1.27583,1.2698800000000001,False,False,,,True,False,,,
69,2024-01-26 21:00:00,1.27027,1.27089,1.27005,1.2704900000000001,2018,2,0,0.00017319152621109168,1,1.27583,1.2698800000000001,False,False,,,False,False,,,
70,2024-01-26 22:00:00,1.2704900000000001,1.27098,1.2699799999999999,1.27017,1589,2,0,0.00025187132523685207,-1,1.27583,1.2698800000000001,False,False,,,False,False,,,
71,2024-01-26 23:00:00,1.27017,1.27045,1.26996,1.27029,1493,2,0,9.447554264374602e-05,1,1.27583,1.2698800000000001,False,False,,,False,False,,,
72,2024-01-29 00:00:00,1.26971,1.26997,1.2695,1.26987,224,18,0,0.0003306331625061443,1,1.27583,1.2695,False,False,,,False,False,,,
73,2024-01-29 01:00:00,1.26987,1.2699500000000001,1.26902,1.26965,1188,2,0,0.00017324608030755417,-1,1.27546,1.26902,False,False,,,False,False,,,
74,2024-01-29 02:00:00,1.26965,1.2698,1.26912,1.26968,1243,2,0,2.3628559051580567e-05,1,1.27431,1.26902,False,False,,,False,False,,,
75,2024-01-29 03:00:00,1.26968,1.27057,1.2696399999999999,1.27002,1880,2,0,0.00026778400856919404,1,1.27241,1.26902,False,False,,,False,False,,,
76,2024-01-29 04:00:00,1.27002,1.27009,1.2695,1.2699799999999999,924,2,0,3.1495566998995805e-05,-1,1.27189,1.26902,False,False,,,False,False,,,
77,2024-01-29 05:00:00,1.27,1.27039,1.26967,1.27029,1660,2,0,0.00024409833225713662,1,1.27151,1.26902,False,False,,,False,False,,,
78,2024-01-29 06:00:00,1.2703,1.2707899999999999,1.27028,1.27062,1248,2,0,0.0002597831991122401,1,1.27098,1.26902,False,False,,,False,False,,,
79,2024-01-29 07:00:00,1.27062,1.27075,1.27003,1.2702,1538,2,0,0.00033054729187331766,-1,1.27098,1.26902,False,False,,,False,False,,,
80,2024-01-29 08:00:00,1.2702,1.27097,1.2701,1.27082,1584,2,0,0.00048811210832955254,1,1.27097,1.26902,False,False,,,False,False,,,
81,2024-01-29 09:00:00,1.27082,1.2719,1.27068,1.27108,3086,2,0,0.0002045923104765368,1,1.2719,1.26902,False,False,,,True,False,,,
82,2024-01-29 10:00:00,1.27106,1.2714699999999999,1.27013,1.2701799999999999,3338,2,0,0.0007080592881645309,-1,1.2719,1.26902,False,False,,,True,False,,,
83,2024-01-29 11:00:00,1.27021,1.27107,1.26984,1.27037,3223,2,0,0.00014958509817519783,1,1.2719,1.26912,False,False,,,False,False,,,
84,2024-01-29 12:00:00,1.27037,1.27057,1.26955,1.27048,2648,2,0,8.658894652735505e-05,1,1.2719,1.2695,False,False,,,False,False,,,
85,2024-01-29 13:00:00,1.27048,1.27125,1.2692,1.26949,2789,2,0,0.0007792330457779828,-1,1.2719,1.2692,False,False,,,False,False,,,
86,2024-01-29 14:00:00,1.26949,1.27129,1.2693400000000001,1.2698,2565,2,0,0.00024419254976404403,1,1.2719,1.2692,False,False,,,False,False,,,
87,2024-01-29 15:00:00,1.26981,1.26981,1.2683200000000001,1.26933,3768,2,0,0.0003701370294534323,-1,1.2719,1.2683200000000001,False,False,,,False,False,,,
88,2024-01-29 16:00:00,1.2693400000000001,1.2695699999999999,1.26719,1.26765,3992,2,0,0.0013235328874289243,-1,1.2719,1.26719,False,False,,,False,False,,,
89,2024-01-29 17:00:00,1.26763,1.26801,1.2662200000000001,1.26783,4277,2,0,0.0001419950301739803,1,1.2719,1.2662200000000001,False,False,,,False,False,,,
90,2024-01-29 18:00:00,1.2678,1.26854,1.26734,1.26802,3325,2,0,0.00014986236325054136,1,1.2719,1.2662200000000001,False,False,,,False,False,,,
91,2024-01-29 19:00:00,1.26803,1.2690299999999999,1.26786,1.2683200000000001,2447,2,0,0.00023658932824410783,1,1.2714699999999999,1.2662200000000001,False,False,,,False,False,,,
92,2024-01-29 20:00:00,1.26834,1.26841,1.26767,1.2683200000000001,1762,2,0,0.0,-1,1.27129,1.2662200000000001,False,False,,,False,False,,,
93,2024-01-29 21:00:00,1.26833,1.26932,1.2681499999999999,1.26919,1786,2,0,0.0006859467642235106,1,1.27129,1.2662200000000001,False,False,,,False,False,,,
94,2024-01-29 22:00:00,1.26923,1.2717399999999999,1.26923,1.27104,4575,2,0,0.001457622578179718,1,1.2717399999999999,1.2662200000000001,True,False,,,True,False,,,
95,2024-01-29 23:00:00,1.27104,1.27105,1.27055,1.27102,1131,2,0,1.573514602204451e-05,-1,1.2717399999999999,1.2662200000000001,False,False,Bullish,"(1.26932, 1.27055)",False,False,,,
96,2024-01-30 00:00:00,1.27055,1.27108,1.27041,1.27082,1068,5,0,0.00015735393620874838,1,1.2717399999999999,1.2662200000000001,False,False,,,False,False,,,
97,2024-01-30 01:00:00,1.27082,1.27129,1.27062,1.2711999999999999,657,2,0,0.00029901953069666476,1,1.2717399999999999,1.2662200000000001,False,False,,,False,False,,,
98,2024-01-30 02:00:00,1.2711999999999999,1.2721,1.27112,1.2718,1895,2,0,0.0004719949653870792,1,1.2721,1.2662200000000001,False,False,,,True,True,1.27546,1.27136,Bearish
99,2024-01-30 03:00:00,1.2718099999999999,1.2718099999999999,1.27054,1.27108,2587,2,0,0.000566126749488971,-1,1.2721,1.26734,False,False,,,True,False,,,
100,2024-01-30 04:00:00,1.27108,1.2713700000000001,1.27066,1.27106,1696,2,0,1.5734650848031606e-05,-1,1.2721,1.26767,False,False,,,True,False,,,
101,2024-01-30 05:00:00,1.27105,1.27116,1.27072,1.2707899999999999,1665,2,0,0.00021242112882180475,-1,1.2721,1.26767,False,False,,,False,False,,,
102,2024-01-30 06:00:00,1.27078,1.27119,1.27037,1.27047,1118,2,0,0.00025181186506018083,-1,1.2721,1.2681499999999999,False,False,,,False,False,,,
103,2024-01-30 07:00:00,1.27047,1.2711299999999999,1.27037,1.27055,1437,2,0,6.296882256173753e-05,1,1.2721,1.26923,False,False,,,False,False,,,
104,2024-01-30 08:00:00,1.2705600000000001,1.27089,1.26922,1.26933,2203,2,0,0.0009602140805162751,-1,1.2721,1.26922,False,False,,,False,False,,,
105,2024-01-30 09:00:00,1.26933,1.2697,1.26833,1.26959,3275,2,0,0.0002048324706733773,1,1.2721,1.26833,False,False,,,False,False,,,
106,2024-01-30 10:00:00,1.2696,1.26993,1.26826,1.26889,4655,2,0,0.0005513591001818918,-1,1.2721,1.26826,False,False,,,False,False,,,
107,2024-01-30 11:00:00,1.26889,1.26905,1.2671299999999999,1.26809,3106,2,0,0.0006304723025637449,-1,1.2721,1.2671299999999999,False,False,,,False,False,,,
108,2024-01-30 12:00:00,1.26809,1.26837,1.26725,1.26796,2769,2,0,0.00010251638290659226,-1,1.2718099999999999,1.2671299999999999,False,False,,,False,False,,,
109,2024-01-30 13:00:00,1.26793,1.26829,1.26731,1.26776,2361,2,0,0.00015773368245053376,-1,1.2713700000000001,1.2671299999999999,False,False,,,False,False,,,
110,2024-01-30 14:00:00,1.2677800000000001,1.26803,1.26655,1.26722,2494,2,0,0.00042594812898344436,-1,1.27119,1.26655,False,False,,,False,False,,,
111,2024-01-30 15:00:00,1.26722,1.26768,1.26626,1.2675,4304,2,0,0.00022095610864725224,1,1.27119,1.26626,False,False,,,False,False,,,
112,2024-01-30 16:00:00,1.2675100000000001,1.26878,1.26725,1.2677100000000001,4866,2,0,0.00016568047337273129,1,1.2711299999999999,1.26626,False,False,,,False,False,,,
113,2024-01-30 17:00:00,1.2677399999999999,1.26854,1.264,1.2665600000000001,8251,2,0,0.0009071475337418811,-1,1.27089,1.264,False,False,,,False,False,,,
114,2024-01-30 18:00:00,1.26654,1.2683200000000001,1.26594,1.26826,4289,2,0,0.0013422182920665993,1,1.26993,1.264,False,False,,,False,False,,,
115,2024-01-30 19:00:00,1.26826,1.26891,1.26785,1.2680799999999999,3278,2,0,0.00014192673426594027,-1,1.26993,1.264,False,False,,,False,False,,,
116,2024-01-30 20:00:00,1.26807,1.26868,1.26734,1.2686,2750,2,0,0.0004100687653776358,1,1.26905,1.264,False,False,,,False,False,,,
117,2024-01-30 21:00:00,1.2686,1.26966,1.26843,1.26959,2118,2,0,0.0007803878291030575,1,1.26966,1.264,False,False,,,False,False,,,
118,2024-01-30 22:00:00,1.26958,1.26974,1.2689300000000001,1.26959,1787,2,0,0.0,1,1.26974,1.264,False,False,,,False,False,,,
119,2024-01-30 23:00:00,1.26959,1.26999,1.26943,1.2699500000000001,1268,2,0,0.0002835561086651506,1,1.26999,1.264,False,False,,,False,False,,,
120,2024-01-31 00:00:00,1.26836,1.26999,1.26826,1.2698,1040,7,0,0.00011811488641289003,1,1.26999,1.264,False,False,,,False,False,,,
121,2024-01-31 01:00:00,1.2698,1.26985,1.26932,1.26947,1006,2,0,0.00025988344621197257,-1,1.26999,1.264,False,False,,,False,False,,,
122,2024-01-31 02:00:00,1.26947,1.27003,1.26899,1.2692999999999999,2613,2,0,0.00013391415315067157,-1,1.27003,1.264,False,False,,,False,False,,,
123,2024-01-31 03:00:00,1.26931,1.26946,1.26843,1.26843,2642,2,0,0.0006854171590640057,-1,1.27003,1.26594,False,False,,,False,False,,,
124,2024-01-31 04:00:00,1.26843,1.26843,1.26725,1.2675,3412,2,0,0.0007331898488681654,-1,1.27003,1.26725,False,False,,,False,False,,,
125,2024-01-31 05:00:00,1.26749,1.2677800000000001,1.26734,1.26766,1889,2,0,0.00012623274161738252,1,1.27003,1.26725,False,False,,,False,False,,,
126,2024-01-31 06:00:00,1.26767,1.26828,1.26756,1.26807,1043,2,0,0.0003234305728665454,1,1.27003,1.26725,False,False,,,False,False,,,
127,2024-01-31 07:00:00,1.26807,1.26817,1.26742,1.26776,1771,2,0,0.00024446599951111203,-1,1.27003,1.26725,False,False,,,False,False,,,
128,2024-01-31 08:00:00,1.26776,1.26785,1.26693,1.26698,2069,2,0,0.0006152584085316049,-1,1.27003,1.26693,False,False,,,False,False,,,
129,2024-01-31 09:00:00,1.26698,1.26793,1.26666,1.26748,3774,2,0,0.0003946392208242777,1,1.27003,1.26666,False,False,,,False,False,,,
130,2024-01-31 10:00:00,1.2675,1.26973,1.26729,1.26916,3516,2,0,0.0013254647016127663,1,1.27003,1.26666,False,False,,,False,False,,,
131,2024-01-31 11:00:00,1.26917,1.26963,1.26688,1.26697,4034,2,0,0.001725550757981753,-1,1.27003,1.26666,True,False,,,False,False,,,
132,2024-01-31 12:00:00,1.26698,1.26743,1.26671,1.26701,3593,2,0,3.1571386852169425e-05,1,1.26973,1.26666,False,False,Bearish,"(1.26973, 1.26671)",True,False,,,
133,2024-01-31 13:00:00,1.26702,1.26861,1.26689,1.2684,3008,2,0,0.0010970710570556985,1,1.26973,1.26666,False,False,,,True,False,,,
134,2024-01-31 14:00:00,1.2684,1.26883,1.26786,1.26844,3417,2,0,3.1535793125314626e-05,1,1.26973,1.26666,False,False,,,True,True,1.26973,1.26671,Bearish
135,2024-01-31 15:00:00,1.26844,1.27125,1.26816,1.27055,7307,2,0,0.0016634606288039588,1,1.27125,1.26666,True,False,,,False,False,,,
136,2024-01-31 16:00:00,1.2705600000000001,1.27445,1.27004,1.27389,7753,2,0,0.002628782810593755,1,1.27445,1.26666,True,False,Bullish,"(1.26883, 1.27004)",True,False,,,
137,2024-01-31 17:00:00,1.2739,1.27505,1.27248,1.27328,9969,2,0,0.0004788482522039006,-1,1.27505,1.26666,False,False,Bullish,"(1.27125, 1.27248)",True,False,,,
138,2024-01-31 18:00:00,1.27328,1.27381,1.27128,1.27318,7001,2,0,7.853732093487942e-05,-1,1.27505,1.26666,False,False,,,True,False,,,
139,2024-01-31 19:00:00,1.27318,1.27319,1.27131,1.27184,4068,2,0,0.0010524827597039321,-1,1.27505,1.26671,False,False,,,True,True,1.27546,1.27136,Bearish
140,2024-01-31 20:00:00,1.27184,1.272,1.2713,1.2717399999999999,3555,2,0,7.86262422948214e-05,-1,1.27505,1.26671,False,False,,,True,True,1.27546,1.27136,Bearish
141,2024-01-31 21:00:00,1.27158,1.27392,1.26849,1.27116,13717,5,0,0.0004560680642268222,-1,1.27505,1.26671,False,False,,,True,False,,,
142,2024-01-31 22:00:00,1.27123,1.27126,1.26578,1.26738,10640,5,0,0.0029736618521666314,-1,1.27505,1.26578,True,False,,,False,False,,,
143,2024-01-31 23:00:00,1.26743,1.2686600000000001,1.26731,1.26862,2506,2,0,0.000978396376777324,1,1.27505,1.26578,False,False,Bearish,"(1.27392, 1.26731)",True,False,,,
144,2024-02-01 00:00:00,1.26754,1.26849,1.26738,1.26825,1493,20,0,0.0002916554996768017,1,1.27505,1.26578,False,False,,,True,False,,,
145,2024-02-01 01:00:00,1.26825,1.26884,1.26768,1.26791,849,2,0,0.00026808594520011386,-1,1.27505,1.26578,False,False,,,True,True,1.27392,1.26731,Bearish
146,2024-02-01 02:00:00,1.26794,1.26875,1.2675,1.26834,2226,2,0,0.00033914079075003656,1,1.27505,1.26578,False,False,,,True,True,1.27392,1.26731,Bearish
147,2024-02-01 03:00:00,1.26834,1.26834,1.2674,1.26795,3179,2,0,0.0003074885283126383,-1,1.27392,1.26578,False,False,,,True,True,1.27392,1.26731,Bearish
148,2024-02-01 04:00:00,1.26792,1.26977,1.26786,1.2692,2264,2,0,0.0009858432903506742,1,1.27392,1.26578,False,False,,,True,True,1.27392,1.26731,Bearish
149,2024-02-01 05:00:00,1.26919,1.2694,1.26827,1.26846,2135,2,0,0.0005830444374410604,-1,1.27392,1.26578,False,False,,,True,True,1.27392,1.26731,Bearish
150,2024-02-01 06:00:00,1.26847,1.26861,1.26787,1.2680500000000001,1578,2,0,0.0003232265897228359,-1,1.27392,1.26578,False,False,,,True,True,1.27392,1.26731,Bearish
151,2024-02-01 07:00:00,1.26804,1.2680500000000001,1.26676,1.26676,2507,2,0,0.0010173100429793358,-1,1.27126,1.26578,False,False,,,True,False,,,
152,2024-02-01 08:00:00,1.26678,1.26741,1.266,1.26631,2529,2,0,0.00035523698253814295,-1,1.26977,1.266,False,False,,,True,False,,,
153,2024-02-01 09:00:00,1.26631,1.26631,1.26421,1.26544,4341,2,0,0.0006870355600130384,-1,1.26977,1.26421,False,False,,,False,False,,,
154,2024-02-01 10:00:00,1.26544,1.26579,1.26458,1.26516,4743,2,0,0.00022126691111379326,-1,1.26977,1.26421,False,False,,,False,False,,,
155,2024-02-01 11:00:00,1.26515,1.26587,1.26424,1.26559,4191,2,0,0.0003398779600998214,1,1.26977,1.26421,False,False,,,False,False,,,
156,2024-02-01 12:00:00,1.2656,1.26582,1.26297,1.2631999999999999,3560,2,0,0.0018884472854558965,-1,1.26977,1.26297,True,False,,,False,False,,,
157,2024-02-01 13:00:00,1.26319,1.2644,1.26251,1.26401,4401,2,0,0.0006412286257126976,1,1.26977,1.26251,False,False,Bearish,"(1.26587, 1.26251)",True,False,,,
158,2024-02-01 14:00:00,1.26401,1.26857,1.26346,1.26733,5857,2,0,0.002626561498722202,1,1.2694,1.26251,True,False,,,True,False,,,
159,2024-02-01 15:00:00,1.26732,1.2681499999999999,1.2658800000000001,1.2659,6486,2,0,0.001128356465955993,-1,1.26861,1.26251,False,False,Bullish,"(1.2644, 1.2658800000000001)",True,False,,,
